id,first_name,last_name,email,gender,absence_days,extracurricular_activities,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,Full Name,Overall Percentage,Grade,Rank,Strongest Subject,Weakest Subject
540,Lauren,Harrington,lauren.harrington.540@gslingacademy.com,female,6,True,88,96,90,92,68,97,73,Lauren Harrington,86.28571428571429,B,353,English,Biology
541,Michelle,Owens,michelle.owens.541@gslingacademy.com,female,8,False,71,52,53,64,89,76,70,Michelle Owens,67.85714285714286,D,1947,Biology,History
542,Scott,Weaver,scott.weaver.542@gslingacademy.com,male,2,False,96,90,91,95,99,95,99,Scott Weaver,95.0,A,9,Biology,History
543,Monica,Williams,monica.williams.543@gslingacademy.com,female,0,False,81,95,99,65,56,79,98,Monica Williams,81.85714285714286,B,864,Physics,Biology
544,Kathryn,Hampton,kathryn.hampton.544@gslingacademy.com,female,9,False,94,92,63,84,79,66,96,Kathryn Hampton,82.0,B,832,Geography,Physics
545,Christina,Shields,christina.shields.545@gslingacademy.com,female,3,False,94,87,98,90,92,88,100,Christina Shields,92.71428571428571,A,62,Geography,History
546,Andrew,Thomas,andrew.thomas.546@gslingacademy.com,male,0,False,98,87,75,63,85,88,75,Andrew Thomas,81.57142857142857,B,915,Math,Chemistry
547,Holly,Sexton,holly.sexton.547@gslingacademy.com,female,10,False,100,58,54,97,58,51,80,Holly Sexton,71.14285714285714,C,1884,Math,English
548,Christopher,Peterson,christopher.peterson.548@gslingacademy.com,male,3,True,66,89,65,99,84,84,86,Christopher Peterson,81.85714285714286,B,864,Chemistry,Physics
549,Eric,Murray,eric.murray.549@gslingacademy.com,male,2,False,94,99,97,94,85,97,97,Eric Murray,94.71428571428571,A,11,History,Biology
550,Kristina,Watson,kristina.watson.550@gslingacademy.com,female,0,False,83,90,93,89,64,63,82,Kristina Watson,80.57142857142857,B,1056,Physics,English
551,Greg,Martin,greg.martin.551@gslingacademy.com,male,8,False,92,54,50,88,90,91,95,Greg Martin,80.0,B,1134,Geography,Physics
552,Paul,Shaffer,paul.shaffer.552@gslingacademy.com,male,10,False,93,100,90,94,97,98,98,Paul Shaffer,95.71428571428571,A,4,History,Physics
553,Alexander,Daniel,alexander.daniel.553@gslingacademy.com,male,1,False,69,92,84,98,98,83,87,Alexander Daniel,87.28571428571429,B,291,Chemistry,Math
554,Carla,Davis,carla.davis.554@gslingacademy.com,female,4,False,94,71,63,73,66,90,91,Carla Davis,78.28571428571429,C,1374,Math,Physics
555,Chelsea,Clark,chelsea.clark.555@gslingacademy.com,female,1,False,100,92,95,90,67,81,66,Chelsea Clark,84.42857142857143,B,515,Math,Geography
556,Justin,Douglas,justin.douglas.556@gslingacademy.com,male,2,False,96,92,98,100,94,93,86,Justin Douglas,94.14285714285714,A,21,Chemistry,Geography
557,Charles,Reid,charles.reid.557@gslingacademy.com,male,3,True,76,87,99,69,89,93,85,Charles Reid,85.42857142857143,B,436,Physics,Chemistry
558,Courtney,Moreno,courtney.moreno.558@gslingacademy.com,female,9,False,77,62,94,65,77,77,95,Courtney Moreno,78.14285714285714,C,1388,Geography,History
559,Justin,Mitchell,justin.mitchell.559@gslingacademy.com,male,1,True,84,67,79,60,69,80,98,Justin Mitchell,76.71428571428571,C,1553,Geography,Chemistry
560,Bruce,Woods,bruce.woods.560@gslingacademy.com,male,3,True,95,61,68,75,64,76,66,Bruce Woods,72.14285714285714,C,1854,Math,History
561,Christopher,Hines,christopher.hines.561@gslingacademy.com,male,1,False,90,64,94,84,66,61,72,Christopher Hines,75.85714285714286,C,1637,Physics,English
562,Theodore,Williams,theodore.williams.562@gslingacademy.com,male,3,False,96,89,73,75,99,89,71,Theodore Williams,84.57142857142857,B,505,Biology,Geography
563,Jennifer,Valdez,jennifer.valdez.563@gslingacademy.com,female,6,False,80,81,92,73,71,71,84,Jennifer Valdez,78.85714285714286,C,1306,Physics,Biology
564,Alexandra,Day,alexandra.day.564@gslingacademy.com,female,2,False,87,83,75,73,92,91,71,Alexandra Day,81.71428571428571,B,890,Biology,Geography
565,John,Pacheco,john.pacheco.565@gslingacademy.com,male,10,False,94,75,91,64,67,93,65,John Pacheco,78.42857142857143,C,1355,Math,Chemistry
566,Sherry,Brown,sherry.brown.566@gslingacademy.com,female,10,True,87,82,88,100,73,96,75,Sherry Brown,85.85714285714286,B,394,Chemistry,Biology
567,Douglas,Clark,douglas.clark.567@gslingacademy.com,male,2,False,95,97,88,77,96,96,74,Douglas Clark,89.0,B,201,History,Geography
568,Alex,Farmer,alex.farmer.568@gslingacademy.com,male,3,True,85,96,82,64,82,94,81,Alex Farmer,83.42857142857143,B,635,History,Chemistry
569,Brandon,Gonzales,brandon.gonzales.569@gslingacademy.com,male,8,True,67,65,77,72,94,88,77,Brandon Gonzales,77.14285714285714,C,1513,Biology,History
570,Wayne,Trevino,wayne.trevino.570@gslingacademy.com,male,3,True,84,100,92,82,85,70,69,Wayne Trevino,83.14285714285714,B,670,History,Geography
571,Pamela,Horne,pamela.horne.571@gslingacademy.com,female,7,True,83,88,90,100,71,98,96,Pamela Horne,89.42857142857143,B,179,Chemistry,Biology
572,Michael,Schaefer,michael.schaefer.572@gslingacademy.com,male,9,True,67,78,68,51,77,72,78,Michael Schaefer,70.14285714285714,C,1907,History,Chemistry
573,Carlos,Ramirez,carlos.ramirez.573@gslingacademy.com,male,1,False,75,92,72,88,92,77,84,Carlos Ramirez,82.85714285714286,B,709,History,Physics
574,Antonio,Lucero,antonio.lucero.574@gslingacademy.com,male,3,True,67,76,70,73,81,85,80,Antonio Lucero,76.0,C,1622,English,Math
575,Terry,Ashley,terry.ashley.575@gslingacademy.com,male,9,False,67,54,51,72,75,60,88,Terry Ashley,66.71428571428571,D,1967,Geography,Physics
576,Rita,Cochran,rita.cochran.576@gslingacademy.com,female,1,False,72,91,78,97,86,93,77,Rita Cochran,84.85714285714286,B,479,Chemistry,Math
577,Joseph,Gregory,joseph.gregory.577@gslingacademy.com,male,4,False,78,98,76,68,86,91,82,Joseph Gregory,82.71428571428571,B,730,History,Chemistry
578,Alexandra,Robinson,alexandra.robinson.578@gslingacademy.com,female,1,False,85,87,92,96,92,90,88,Alexandra Robinson,90.0,A,154,Chemistry,Math
579,Tina,Sparks,tina.sparks.579@gslingacademy.com,female,3,True,100,70,69,61,100,65,81,Tina Sparks,78.0,C,1411,Math,Chemistry
580,Christopher,Buchanan,christopher.buchanan.580@gslingacademy.com,male,5,False,56,59,89,68,79,83,68,Christopher Buchanan,71.71428571428571,C,1866,Physics,Math
581,Christina,Guerrero,christina.guerrero.581@gslingacademy.com,female,5,True,93,75,83,99,100,91,74,Christina Guerrero,87.85714285714286,B,251,Biology,Geography
582,Jessica,Hutchinson,jessica.hutchinson.582@gslingacademy.com,female,2,False,89,91,85,69,76,92,94,Jessica Hutchinson,85.14285714285714,B,458,Geography,Chemistry
583,Tyler,Carrillo,tyler.carrillo.583@gslingacademy.com,male,3,False,59,88,74,92,72,97,64,Tyler Carrillo,78.0,C,1411,English,Math
584,Lindsay,Brady,lindsay.brady.584@gslingacademy.com,female,3,False,99,70,74,65,99,74,62,Lindsay Brady,77.57142857142857,C,1464,Math,Geography
585,Gary,Rivera,gary.rivera.585@gslingacademy.com,male,6,False,89,89,85,74,78,87,82,Gary Rivera,83.42857142857143,B,635,Math,Chemistry
586,Luke,Moore,luke.moore.586@gslingacademy.com,male,3,False,86,63,78,78,80,67,97,Luke Moore,78.42857142857143,C,1355,Geography,History
587,Tanya,Green,tanya.green.587@gslingacademy.com,female,6,False,79,65,91,65,61,88,95,Tanya Green,77.71428571428571,C,1446,Geography,Biology
588,Bryan,Lee,bryan.lee.588@gslingacademy.com,male,3,False,96,89,91,90,90,91,99,Bryan Lee,92.28571428571429,A,73,Geography,History
589,Melanie,Bridges,melanie.bridges.589@gslingacademy.com,female,6,False,95,90,85,90,96,89,96,Melanie Bridges,91.57142857142857,A,94,Biology,Physics
590,Eric,Bowers,eric.bowers.590@gslingacademy.com,male,1,False,96,85,90,95,100,96,88,Eric Bowers,92.85714285714286,A,56,Biology,History
591,Meredith,Reed,meredith.reed.591@gslingacademy.com,female,3,False,95,80,64,97,85,94,60,Meredith Reed,82.14285714285714,B,807,Chemistry,Geography
592,David,Brown,david.brown.592@gslingacademy.com,male,4,False,80,62,84,95,71,85,87,David Brown,80.57142857142857,B,1056,Chemistry,History
593,William,Johns,william.johns.593@gslingacademy.com,male,0,False,86,70,73,85,67,91,98,William Johns,81.42857142857143,B,937,Geography,Biology
594,Eric,Patton,eric.patton.594@gslingacademy.com,male,10,False,42,95,99,61,62,77,99,Eric Patton,76.42857142857143,C,1578,Physics,Math
595,Wendy,Warner,wendy.warner.595@gslingacademy.com,female,4,False,80,93,93,94,81,81,78,Wendy Warner,85.71428571428571,B,406,Chemistry,Geography
596,Timothy,Powell,timothy.powell.596@gslingacademy.com,male,4,True,79,97,100,94,65,62,76,Timothy Powell,81.85714285714286,B,864,Physics,English
597,Victoria,Thompson,victoria.thompson.597@gslingacademy.com,female,9,True,43,63,91,67,74,71,88,Victoria Thompson,71.0,C,1888,Physics,Math
598,Jeremy,Brown,jeremy.brown.598@gslingacademy.com,male,2,True,58,84,95,66,99,91,70,Jeremy Brown,80.42857142857143,B,1077,Biology,Math
599,Barbara,Schneider,barbara.schneider.599@gslingacademy.com,female,3,True,86,73,83,93,46,91,70,Barbara Schneider,77.42857142857143,C,1478,Chemistry,Biology
600,Lindsay,Morales,lindsay.morales.600@gslingacademy.com,female,1,False,96,91,97,84,89,82,75,Lindsay Morales,87.71428571428571,B,260,Physics,Geography
601,Gary,Patel,gary.patel.601@gslingacademy.com,male,1,False,91,88,98,89,75,91,92,Gary Patel,89.14285714285714,B,194,Physics,Biology
602,Michelle,Ortiz,michelle.ortiz.602@gslingacademy.com,female,1,False,85,62,77,62,80,88,83,Michelle Ortiz,76.71428571428571,C,1553,English,History
603,Susan,Lynch,susan.lynch.603@gslingacademy.com,female,0,False,87,91,93,92,97,95,99,Susan Lynch,93.42857142857143,A,37,Geography,Math
604,Tammy,Hernandez,tammy.hernandez.604@gslingacademy.com,female,2,False,60,91,85,67,98,61,64,Tammy Hernandez,75.14285714285714,C,1688,Biology,Math
605,Jennifer,Guerra,jennifer.guerra.605@gslingacademy.com,female,2,False,76,85,67,60,100,63,64,Jennifer Guerra,73.57142857142857,C,1798,Biology,Chemistry
606,Kelly,Schwartz,kelly.schwartz.606@gslingacademy.com,female,4,True,84,89,74,79,86,93,95,Kelly Schwartz,85.71428571428571,B,406,Geography,Physics
607,Brittany,Orozco,brittany.orozco.607@gslingacademy.com,female,4,True,87,94,74,84,77,82,85,Brittany Orozco,83.28571428571429,B,655,History,Physics
608,Samantha,Alvarado,samantha.alvarado.608@gslingacademy.com,female,4,False,82,79,64,75,93,82,60,Samantha Alvarado,76.42857142857143,C,1578,Biology,Geography
609,Christopher,Anderson,christopher.anderson.609@gslingacademy.com,male,4,False,64,61,73,70,87,75,100,Christopher Anderson,75.71428571428571,C,1646,Geography,History
610,William,Smith,william.smith.610@gslingacademy.com,male,3,False,77,80,88,84,84,92,82,William Smith,83.85714285714286,B,583,English,Math
611,Courtney,Patterson,courtney.patterson.611@gslingacademy.com,female,0,False,86,82,90,69,66,93,94,Courtney Patterson,82.85714285714286,B,709,Geography,Biology
612,Kevin,Hess,kevin.hess.612@gslingacademy.com,male,0,False,81,84,76,88,84,89,87,Kevin Hess,84.14285714285714,B,548,English,Physics
613,Melissa,Higgins,melissa.higgins.613@gslingacademy.com,female,3,False,91,90,92,78,67,86,71,Melissa Higgins,82.14285714285714,B,807,Physics,Biology
614,Elizabeth,Chavez,elizabeth.chavez.614@gslingacademy.com,female,7,False,72,99,61,67,95,98,89,Elizabeth Chavez,83.0,B,688,History,Physics
615,Mary,Taylor,mary.taylor.615@gslingacademy.com,female,3,False,80,70,80,96,72,99,65,Mary Taylor,80.28571428571429,B,1099,English,Geography
616,Joshua,Parker,joshua.parker.616@gslingacademy.com,male,2,False,90,89,98,70,79,60,92,Joshua Parker,82.57142857142857,B,752,Physics,English
617,Joshua,Kelly,joshua.kelly.617@gslingacademy.com,male,10,False,72,51,52,98,50,90,63,Joshua Kelly,68.0,D,1944,Chemistry,Biology
618,Travis,Ross,travis.ross.618@gslingacademy.com,male,3,False,93,85,89,93,90,91,88,Travis Ross,89.85714285714286,B,162,Math,History
619,Kenneth,Buchanan,kenneth.buchanan.619@gslingacademy.com,male,2,False,95,85,90,94,91,84,85,Kenneth Buchanan,89.14285714285714,B,194,Math,English
620,Ryan,Clarke,ryan.clarke.620@gslingacademy.com,male,2,True,86,93,89,90,100,86,93,Ryan Clarke,91.0,A,115,Biology,Math
621,Gina,Solomon,gina.solomon.621@gslingacademy.com,female,6,False,89,55,89,67,55,64,70,Gina Solomon,69.85714285714286,D,1914,Math,History
622,David,Madden,david.madden.622@gslingacademy.com,male,5,False,90,75,67,85,64,95,96,David Madden,81.71428571428571,B,890,Geography,Biology
623,William,Brennan,william.brennan.623@gslingacademy.com,male,1,False,79,95,81,67,66,71,66,William Brennan,75.0,C,1704,History,Biology
624,Judy,Mckenzie,judy.mckenzie.624@gslingacademy.com,female,5,False,86,88,98,66,62,95,90,Judy Mckenzie,83.57142857142857,B,615,Physics,Biology
625,Logan,Lindsey,logan.lindsey.625@gslingacademy.com,male,3,False,83,78,68,72,77,89,70,Logan Lindsey,76.71428571428571,C,1553,English,Physics
626,Kyle,Williams,kyle.williams.626@gslingacademy.com,male,6,False,85,92,62,95,65,89,95,Kyle Williams,83.28571428571429,B,655,Chemistry,Physics
627,Mark,Padilla,mark.padilla.627@gslingacademy.com,male,3,False,66,78,86,87,64,65,64,Mark Padilla,72.85714285714286,C,1828,Chemistry,Biology
628,Eugene,Clark,eugene.clark.628@gslingacademy.com,male,6,True,93,80,60,62,43,68,67,Eugene Clark,67.57142857142857,D,1952,Math,Biology
629,Sean,Wagner,sean.wagner.629@gslingacademy.com,male,6,True,65,89,79,95,71,61,62,Sean Wagner,74.57142857142857,C,1739,Chemistry,English
630,Christine,Larson,christine.larson.630@gslingacademy.com,female,2,False,52,66,98,83,92,82,91,Christine Larson,80.57142857142857,B,1056,Physics,Math
631,Melinda,Freeman,melinda.freeman.631@gslingacademy.com,female,3,True,90,80,84,70,65,89,64,Melinda Freeman,77.42857142857143,C,1478,Math,Geography
632,Elizabeth,Smith,elizabeth.smith.632@gslingacademy.com,female,2,True,83,89,99,100,73,86,88,Elizabeth Smith,88.28571428571429,B,229,Chemistry,Biology
633,Walter,King,walter.king.633@gslingacademy.com,male,1,False,62,89,72,68,85,80,75,Walter King,75.85714285714286,C,1637,History,Math
634,Lisa,Bean,lisa.bean.634@gslingacademy.com,female,1,False,98,72,99,84,60,95,93,Lisa Bean,85.85714285714286,B,394,Physics,Biology
635,Douglas,Hayes,douglas.hayes.635@gslingacademy.com,male,8,True,76,75,74,67,76,82,79,Douglas Hayes,75.57142857142857,C,1664,English,Chemistry
636,Heather,Jefferson,heather.jefferson.636@gslingacademy.com,female,0,False,97,62,98,70,67,71,70,Heather Jefferson,76.42857142857143,C,1578,Physics,History
637,Melinda,Byrd,melinda.byrd.637@gslingacademy.com,female,6,False,63,60,95,99,87,58,66,Melinda Byrd,75.42857142857143,C,1678,Chemistry,English
638,Alexander,Burnett,alexander.burnett.638@gslingacademy.com,male,5,False,98,99,64,88,72,87,99,Alexander Burnett,86.71428571428571,B,325,History,Physics
639,Maria,Campos,maria.campos.639@gslingacademy.com,female,10,False,78,84,84,61,88,67,92,Maria Campos,79.14285714285714,C,1264,Geography,Chemistry
640,Lindsey,Anthony,lindsey.anthony.640@gslingacademy.com,female,2,True,85,77,89,77,84,71,71,Lindsey Anthony,79.14285714285714,C,1264,Physics,English
641,Darryl,Schultz,darryl.schultz.641@gslingacademy.com,male,6,False,59,100,84,93,70,56,74,Darryl Schultz,76.57142857142857,C,1567,History,English
642,Bethany,French,bethany.french.642@gslingacademy.com,female,2,True,99,77,88,60,93,61,96,Bethany French,82.0,B,832,Math,Chemistry
643,Tyler,Scott,tyler.scott.643@gslingacademy.com,male,6,True,76,62,86,80,47,85,71,Tyler Scott,72.42857142857143,C,1844,Physics,Biology
644,Patricia,Hall,patricia.hall.644@gslingacademy.com,female,7,False,80,90,85,89,85,80,68,Patricia Hall,82.42857142857143,B,769,History,Geography
645,Ryan,Williams,ryan.williams.645@gslingacademy.com,male,7,False,82,74,92,50,77,98,100,Ryan Williams,81.85714285714286,B,864,Geography,Chemistry
646,Levi,Mason,levi.mason.646@gslingacademy.com,male,1,False,89,64,72,61,75,68,83,Levi Mason,73.14285714285714,C,1815,Math,Chemistry
647,Michael,Vang,michael.vang.647@gslingacademy.com,male,4,False,89,79,75,80,97,94,68,Michael Vang,83.14285714285714,B,670,Biology,Geography
648,April,Humphrey,april.humphrey.648@gslingacademy.com,female,0,False,86,89,94,95,60,90,90,April Humphrey,86.28571428571429,B,353,Chemistry,Biology
649,Steven,Hancock,steven.hancock.649@gslingacademy.com,male,4,False,65,76,92,86,93,61,97,Steven Hancock,81.42857142857143,B,937,Geography,English
650,Chelsea,Olson,chelsea.olson.650@gslingacademy.com,female,4,False,77,95,77,84,60,90,89,Chelsea Olson,81.71428571428571,B,890,History,Biology
651,Emily,Huang,emily.huang.651@gslingacademy.com,female,4,False,88,85,68,62,64,99,66,Emily Huang,76.0,C,1622,English,Chemistry
652,Rachel,Jones,rachel.jones.652@gslingacademy.com,female,1,False,98,77,94,87,44,85,61,Rachel Jones,78.0,C,1411,Math,Biology
653,Philip,Walker,philip.walker.653@gslingacademy.com,male,5,False,84,86,90,80,72,99,85,Philip Walker,85.14285714285714,B,458,English,Biology
654,Laura,Rivera,laura.rivera.654@gslingacademy.com,female,1,True,91,85,66,83,70,71,80,Laura Rivera,78.0,C,1411,Math,Physics
655,Pamela,Henry,pamela.henry.655@gslingacademy.com,female,4,False,97,95,94,90,86,85,95,Pamela Henry,91.71428571428571,A,90,Math,English
656,Nicole,Davidson,nicole.davidson.656@gslingacademy.com,female,7,True,77,88,63,87,71,93,84,Nicole Davidson,80.42857142857143,B,1077,English,Physics
657,Jeffery,Parker,jeffery.parker.657@gslingacademy.com,male,0,True,100,84,93,96,97,70,95,Jeffery Parker,90.71428571428571,A,128,Math,English
658,Christopher,Banks,christopher.banks.658@gslingacademy.com,male,3,True,93,70,62,99,63,83,60,Christopher Banks,75.71428571428571,C,1646,Chemistry,Geography
659,Tara,Griffin,tara.griffin.659@gslingacademy.com,female,5,True,93,99,79,78,64,87,76,Tara Griffin,82.28571428571429,B,789,History,Biology
660,Lisa,Lloyd,lisa.lloyd.660@gslingacademy.com,female,4,False,94,89,74,75,73,78,61,Lisa Lloyd,77.71428571428571,C,1446,Math,Geography
661,Elizabeth,Maldonado,elizabeth.maldonado.661@gslingacademy.com,female,4,True,88,86,79,93,68,92,99,Elizabeth Maldonado,86.42857142857143,B,344,Geography,Biology
662,Samuel,Anderson,samuel.anderson.662@gslingacademy.com,male,10,False,93,95,94,70,83,86,94,Samuel Anderson,87.85714285714286,B,251,History,Chemistry
663,Xavier,Johnson,xavier.johnson.663@gslingacademy.com,male,2,True,83,75,84,68,95,80,88,Xavier Johnson,81.85714285714286,B,864,Biology,Chemistry
664,Lauren,Cordova,lauren.cordova.664@gslingacademy.com,female,3,False,96,93,100,96,97,81,72,Lauren Cordova,90.71428571428571,A,128,Physics,Geography
665,Amanda,Hawkins,amanda.hawkins.665@gslingacademy.com,female,8,False,87,88,93,88,96,85,94,Amanda Hawkins,90.14285714285714,A,151,Biology,English
666,Donald,Coleman,donald.coleman.666@gslingacademy.com,male,9,True,95,82,84,69,63,85,69,Donald Coleman,78.14285714285714,C,1388,Math,Biology
667,Phillip,Bennett,phillip.bennett.667@gslingacademy.com,male,1,False,87,87,86,84,66,83,81,Phillip Bennett,82.0,B,832,Math,Biology
668,John,George,john.george.668@gslingacademy.com,male,9,False,43,95,64,95,66,67,74,John George,72.0,C,1858,History,Math
669,Katherine,Moore,katherine.moore.669@gslingacademy.com,female,6,False,40,100,88,79,71,86,89,Katherine Moore,79.0,C,1284,History,Math
670,Jose,Dominguez,jose.dominguez.670@gslingacademy.com,male,2,False,64,70,98,82,100,72,78,Jose Dominguez,80.57142857142857,B,1056,Biology,Math
671,Lauren,Morrow,lauren.morrow.671@gslingacademy.com,female,3,False,72,79,95,68,75,70,88,Lauren Morrow,78.14285714285714,C,1388,Physics,Chemistry
672,Katie,Davenport,katie.davenport.672@gslingacademy.com,female,2,False,77,96,86,84,90,85,91,Katie Davenport,87.0,B,309,History,Math
673,Michelle,Martinez,michelle.martinez.673@gslingacademy.com,female,10,True,40,86,53,63,50,87,77,Michelle Martinez,65.14285714285714,D,1987,English,Math
674,Jeremiah,Stanley,jeremiah.stanley.674@gslingacademy.com,male,2,False,100,89,90,96,72,90,86,Jeremiah Stanley,89.0,B,201,Math,Biology
675,Isaac,Tucker,isaac.tucker.675@gslingacademy.com,male,5,True,89,93,95,88,72,76,71,Isaac Tucker,83.42857142857143,B,635,Physics,Geography
